"bin1","bin2","bin3","bin4","bin5","bin6","bin7","bin8","bin9","bin10","class"
0,21,283,360,290,241,197,186,174,1161,"hydromedusae_shapeA"
0,2,74,137,79,106,106,154,172,1500,"hydromedusae_shapeA"
0,9,167,294,345,414,582,865,968,3999,"hydromedusae_shapeA"
0,79,83,113,166,219,274,360,454,3376,"hydromedusae_shapeA"
0,0,71,193,209,211,252,302,418,2386,"hydromedusae_shapeA"
0,8,6,21,39,71,88,134,180,1317,"hydromedusae_shapeA"
0,12,65,53,64,59,66,106,169,2122,"hydromedusae_shapeA"
0,0,26,121,145,140,147,241,415,2171,"hydromedusae_shapeA"
0,0,0,12,41,112,134,119,116,883,"hydromedusae_shapeA"
0,3,46,95,85,75,69,63,96,618,"hydromedusae_shapeA"
0,9,29,40,83,110,161,230,244,2489,"hydromedusae_shapeA"
0,1,59,225,198,201,183,189,233,1586,"hydromedusae_shapeA"
0,0,31,178,174,156,137,176,205,1292,"hydromedusae_shapeA"
0,1,50,152,185,221,264,297,323,1384,"hydromedusae_shapeA"
0,0,53,153,136,82,108,181,241,1733,"hydromedusae_shapeA"
0,14,187,314,209,177,207,188,197,1234,"hydromedusae_shapeA"
0,0,1,15,56,63,58,66,115,973,"hydromedusae_shapeA"
0,0,0,0,24,143,192,206,232,1294,"hydromedusae_shapeA"
0,0,24,108,106,122,124,198,252,1750,"hydromedusae_shapeA"
0,0,42,198,206,194,138,190,211,1246,"hydromedusae_shapeA"
0,0,36,114,139,150,160,179,259,1841,"hydromedusae_shapeA"
1,94,138,241,443,667,753,892,1020,7204,"hydromedusae_shapeA"
0,0,0,40,262,271,191,189,192,1334,"hydromedusae_shapeA"
0,0,114,217,161,133,147,185,240,1204,"hydromedusae_shapeA"
0,15,127,190,178,158,170,213,248,1523,"hydromedusae_shapeA"
0,0,27,578,960,995,868,743,673,3032,"hydromedusae_shapeA"
0,4,95,209,193,177,159,169,269,1324,"hydromedusae_shapeA"
0,2,113,92,75,75,63,101,151,1257,"hydromedusae_shapeA"
0,0,0,116,414,490,380,397,445,2441,"hydromedusae_shapeA"
0,49,244,409,451,512,594,846,1065,4039,"hydromedusae_shapeA"
0,3,88,143,93,102,72,117,172,1738,"hydromedusae_shapeA"
0,2,84,113,99,85,91,124,141,1002,"hydromedusae_shapeA"
0,0,26,190,273,320,363,569,693,2689,"hydromedusae_shapeA"
0,0,8,58,96,110,109,120,153,1108,"hydromedusae_shapeA"
0,0,5,64,92,109,115,143,145,1077,"hydromedusae_shapeA"
0,24,158,155,109,115,158,176,233,1336,"hydromedusae_shapeA"
0,0,0,0,5,46,119,98,115,983,"hydromedusae_shapeA"
0,0,18,121,216,322,418,534,598,2579,"hydromedusae_shapeA"
0,0,32,317,509,550,485,493,494,1344,"hydromedusae_shapeA"
0,4,52,66,57,73,49,76,72,890,"hydromedusae_shapeA"
0,0,0,0,49,136,178,203,206,1449,"hydromedusae_shapeA"
0,0,6,49,80,67,66,94,167,1295,"hydromedusae_shapeA"
0,17,186,132,110,128,158,186,215,1441,"hydromedusae_shapeA"
0,1,28,50,61,98,89,92,144,1162,"hydromedusae_shapeA"
0,3,60,146,237,219,194,209,244,1220,"hydromedusae_shapeA"
0,9,142,137,128,112,137,137,177,1154,"hydromedusae_shapeA"
0,0,104,241,178,192,191,224,245,1395,"hydromedusae_shapeA"
0,30,275,321,271,262,324,341,348,2150,"hydromedusae_shapeA"
0,6,128,161,100,100,119,148,145,1282,"hydromedusae_shapeA"
0,33,255,256,217,219,272,324,440,2593,"hydromedusae_shapeA"
0,0,0,9,19,57,66,104,125,1209,"hydromedusae_shapeA"
0,80,562,740,680,638,466,466,531,6191,"hydromedusae_shapeA"
0,4,18,68,97,130,114,149,202,2249,"hydromedusae_shapeA"
0,0,0,0,29,105,195,288,274,1455,"hydromedusae_shapeA"
0,4,4,11,27,42,67,85,176,2098,"hydromedusae_shapeA"
0,28,129,140,114,105,135,182,171,972,"hydromedusae_shapeA"
0,0,126,305,248,289,273,287,258,1793,"hydromedusae_shapeA"
0,25,179,226,216,221,224,276,256,1544,"hydromedusae_shapeA"
0,0,38,223,152,135,118,178,209,1098,"hydromedusae_shapeA"
0,0,9,138,303,405,483,767,985,4213,"hydromedusae_shapeA"
0,12,39,55,60,130,183,252,412,2705,"hydromedusae_shapeA"
0,14,469,853,907,816,613,556,571,5270,"hydromedusae_shapeA"
0,1,149,389,427,510,384,375,410,4093,"hydromedusae_shapeA"
0,0,27,72,67,81,73,146,210,1323,"hydromedusae_shapeA"
0,0,5,124,235,283,341,535,785,4960,"hydromedusae_shapeA"
0,10,56,127,169,153,173,158,221,1887,"hydromedusae_shapeA"
0,1,40,71,101,87,101,142,170,1127,"hydromedusae_shapeA"
0,1,39,179,222,204,186,214,229,1589,"hydromedusae_shapeA"
0,0,1,9,20,28,22,26,33,513,"hydromedusae_shapeA"
0,0,39,42,63,81,114,139,243,2413,"hydromedusae_shapeA"
0,74,403,402,585,777,752,627,632,3215,"hydromedusae_shapeA"
0,32,65,87,156,206,184,311,380,3641,"hydromedusae_shapeA"
0,2,78,153,100,91,134,231,362,1575,"hydromedusae_shapeA"
0,280,1833,1389,776,641,533,492,430,2708,"hydromedusae_shapeA"
0,0,92,212,262,288,296,362,497,2249,"hydromedusae_shapeA"
0,0,1,57,99,58,56,70,139,1162,"hydromedusae_shapeA"
0,7,67,98,86,86,85,101,113,1124,"hydromedusae_shapeA"
0,0,69,153,175,205,224,233,291,1703,"hydromedusae_shapeA"
0,2,54,148,132,138,138,134,221,1408,"hydromedusae_shapeA"
0,8,68,141,139,142,137,186,262,1148,"hydromedusae_shapeA"
0,8,130,170,131,146,159,227,359,1920,"hydromedusae_shapeA"
0,0,40,166,297,409,497,798,922,3580,"hydromedusae_shapeA"
0,0,0,3,34,101,199,238,235,1265,"hydromedusae_shapeA"
0,0,97,242,167,181,170,210,238,1707,"hydromedusae_shapeA"
0,3,20,65,96,82,102,188,328,2519,"hydromedusae_shapeA"
0,73,153,301,453,660,896,991,1242,8537,"hydromedusae_shapeA"
0,49,99,86,116,239,252,295,475,4255,"hydromedusae_shapeA"
0,14,109,152,125,117,133,151,237,1430,"hydromedusae_shapeA"
0,24,197,348,311,355,365,417,401,2103,"hydromedusae_shapeA"
0,0,38,122,92,105,129,151,232,1000,"hydromedusae_shapeA"
0,0,56,249,172,159,177,247,395,2699,"hydromedusae_shapeA"
0,0,27,170,207,182,169,216,281,1591,"hydromedusae_shapeA"
0,0,8,33,75,114,96,126,141,1646,"hydromedusae_shapeA"
0,3,6,18,34,46,65,107,152,1899,"hydromedusae_shapeA"
0,13,7,36,60,81,97,113,142,1604,"hydromedusae_shapeA"
0,0,139,240,205,216,242,226,194,1584,"hydromedusae_shapeA"
0,0,0,87,189,155,150,163,132,890,"hydromedusae_shapeA"
0,0,66,164,193,285,315,403,485,2909,"hydromedusae_shapeA"
0,3,51,130,106,85,109,134,335,2869,"hydromedusae_shapeA"
0,0,88,276,197,168,143,208,258,1586,"hydromedusae_shapeA"
0,8,191,190,146,176,209,198,216,1772,"hydromedusae_shapeA"
0,0,14,24,55,104,114,133,199,1417,"hydromedusae_shapeA"
0,0,41,182,236,181,132,170,248,1276,"hydromedusae_shapeA"
0,50,421,710,649,690,707,826,861,3229,"hydromedusae_shapeA"
0,7,31,99,175,209,254,377,553,4166,"hydromedusae_shapeA"
0,2,29,62,74,63,70,73,116,1080,"hydromedusae_shapeA"
0,0,17,114,158,177,175,198,280,1295,"hydromedusae_shapeA"
0,5,4,17,35,45,68,81,204,1263,"hydromedusae_shapeA"
0,0,26,142,167,187,182,222,253,1845,"hydromedusae_shapeA"
0,10,153,145,119,121,88,119,195,1295,"hydromedusae_shapeA"
0,3,10,23,37,70,68,114,202,2066,"hydromedusae_shapeA"
0,26,95,143,213,313,381,562,736,3963,"hydromedusae_shapeA"
0,0,65,186,218,234,248,304,351,3014,"hydromedusae_shapeA"
0,0,32,152,118,106,112,140,217,1747,"hydromedusae_shapeA"
0,0,15,140,139,124,137,143,269,2080,"hydromedusae_shapeA"
0,25,78,158,210,396,529,648,654,4411,"hydromedusae_shapeA"
0,11,95,85,71,76,48,92,150,950,"hydromedusae_shapeA"
0,7,81,81,52,50,48,80,90,1050,"hydromedusae_shapeA"
0,1,56,63,80,99,96,127,192,1822,"hydromedusae_shapeA"
0,33,258,564,568,488,456,670,693,4074,"hydromedusae_shapeA"
0,28,165,430,498,668,825,939,1173,5646,"hydromedusae_shapeA"
0,34,159,129,98,105,133,138,148,1012,"hydromedusae_shapeA"
0,0,9,67,93,75,68,124,223,1418,"hydromedusae_shapeA"
0,0,44,177,160,141,104,94,202,1407,"hydromedusae_shapeA"
0,0,16,52,55,105,120,155,221,1596,"hydromedusae_shapeA"
0,0,22,53,60,92,79,92,104,740,"hydromedusae_shapeA"
0,13,157,214,167,164,170,224,303,1700,"hydromedusae_shapeA"
0,0,48,91,74,75,84,119,216,880,"hydromedusae_shapeA"
42,88,78,87,189,210,317,543,735,5260,"hydromedusae_shapeA"
0,9,129,318,251,232,326,366,355,1587,"hydromedusae_shapeA"
0,20,104,142,133,115,106,96,95,743,"hydromedusae_shapeA"
0,0,0,26,79,130,173,267,418,2011,"hydromedusae_shapeA"
0,0,34,113,163,210,236,330,414,2176,"hydromedusae_shapeA"
0,2,7,42,85,98,99,127,139,1545,"hydromedusae_shapeA"
0,0,34,135,136,122,108,94,130,932,"hydromedusae_shapeA"
0,1,159,241,221,260,220,218,246,1663,"hydromedusae_shapeA"
0,32,232,419,516,540,699,701,637,3174,"hydromedusae_shapeA"
0,0,32,42,71,63,63,66,96,876,"hydromedusae_shapeA"
0,1,20,56,99,101,138,133,186,1448,"hydromedusae_shapeA"
0,0,31,178,128,138,118,228,313,2210,"hydromedusae_shapeA"
0,1,6,7,11,39,59,84,104,1156,"hydromedusae_shapeA"
0,70,309,537,621,748,724,896,944,3269,"hydromedusae_shapeA"
0,0,0,22,61,198,282,392,514,3165,"hydromedusae_shapeA"
0,0,54,138,108,115,155,191,241,864,"hydromedusae_shapeA"
0,1,120,212,249,377,497,465,582,3144,"hydromedusae_shapeA"
0,0,31,119,79,77,84,110,222,1407,"hydromedusae_shapeA"
0,4,66,109,146,141,125,105,113,821,"hydromedusae_shapeA"
0,15,62,135,160,162,152,193,254,1489,"hydromedusae_shapeA"
0,0,17,82,135,195,188,280,361,1744,"hydromedusae_shapeA"
0,5,7,34,79,114,119,152,243,2485,"hydromedusae_shapeA"
0,0,13,105,177,173,138,164,215,1753,"hydromedusae_shapeA"
0,12,30,101,132,149,161,239,377,3011,"hydromedusae_shapeA"
0,1,55,99,115,121,174,444,304,1406,"hydromedusae_shapeA"
0,0,7,59,93,135,121,163,226,1279,"hydromedusae_shapeA"
0,0,12,96,165,171,229,221,218,1087,"hydromedusae_shapeA"
0,0,21,207,363,583,593,618,757,5389,"hydromedusae_shapeA"
0,9,293,701,701,608,506,496,493,3066,"hydromedusae_shapeA"
0,0,1,5,24,35,35,56,79,903,"hydromedusae_shapeA"
0,64,151,119,105,124,123,166,210,973,"hydromedusae_shapeA"
0,5,34,74,95,103,106,156,341,1990,"hydromedusae_shapeA"
0,0,31,87,83,68,72,74,87,845,"hydromedusae_shapeA"
0,3,29,73,66,58,65,57,105,1146,"hydromedusae_shapeA"
0,0,0,27,62,109,104,85,100,792,"hydromedusae_shapeA"
0,29,300,370,353,330,339,363,348,2646,"hydromedusae_shapeA"
0,0,95,747,846,703,639,603,644,3822,"hydromedusae_shapeA"
0,7,339,446,417,437,425,508,565,4349,"hydromedusae_shapeA"
0,0,35,115,176,224,331,442,471,2401,"hydromedusae_shapeA"
0,11,55,128,182,275,313,433,442,2943,"hydromedusae_shapeA"
0,23,136,224,224,255,289,409,518,1972,"hydromedusae_shapeA"
0,3,17,47,73,78,66,86,102,800,"hydromedusae_shapeA"
0,2,7,8,39,56,71,112,165,2444,"hydromedusae_shapeA"
0,0,0,0,0,21,47,101,136,920,"hydromedusae_shapeA"
0,7,61,172,308,528,551,831,1333,6353,"hydromedusae_shapeA"
0,12,81,184,264,215,234,220,187,1969,"hydromedusae_shapeA"
0,0,5,142,284,247,274,333,355,2008,"hydromedusae_shapeA"
0,0,0,13,54,84,92,99,145,1316,"hydromedusae_shapeA"
0,0,24,88,145,165,179,226,397,2382,"hydromedusae_shapeA"
0,2,19,40,77,101,119,108,136,1452,"hydromedusae_shapeA"
0,18,127,246,219,192,179,221,236,1549,"hydromedusae_shapeA"
0,25,17,34,77,132,153,209,335,2422,"hydromedusae_shapeA"
0,2,162,179,122,111,120,148,233,1432,"hydromedusae_shapeA"
0,0,1,37,81,203,326,445,671,3197,"hydromedusae_shapeA"
0,0,5,36,84,115,137,194,290,2239,"hydromedusae_shapeA"
0,0,10,58,99,85,139,159,146,747,"hydromedusae_shapeA"
0,0,5,38,38,44,48,86,102,816,"hydromedusae_shapeA"
0,0,58,173,198,229,213,267,234,1248,"hydromedusae_shapeA"
0,9,69,157,154,146,221,294,386,1906,"hydromedusae_shapeA"
0,5,101,256,319,356,417,480,476,2179,"hydromedusae_shapeA"
0,9,84,147,314,440,481,503,688,4488,"hydromedusae_shapeA"
0,41,282,941,1067,999,693,609,560,4290,"hydromedusae_shapeA"
0,0,12,82,130,135,147,215,331,2079,"hydromedusae_shapeA"
0,0,1,44,105,96,67,109,187,1085,"hydromedusae_shapeA"
0,0,0,26,59,55,46,40,59,624,"hydromedusae_shapeA"
0,0,40,145,140,155,117,127,132,732,"hydromedusae_shapeA"
0,46,235,343,433,502,575,611,774,6230,"hydromedusae_shapeA"
0,0,13,131,120,138,158,226,273,1088,"hydromedusae_shapeA"
0,3,67,114,90,126,119,138,145,997,"hydromedusae_shapeA"
0,0,2,41,124,146,196,301,418,2491,"hydromedusae_shapeA"
0,0,0,0,76,318,268,257,309,2150,"hydromedusae_shapeA"
0,96,554,703,683,606,552,559,558,3369,"hydromedusae_shapeA"
0,0,7,59,117,139,126,191,313,2025,"hydromedusae_shapeA"
0,41,97,109,104,150,175,308,535,3514,"hydromedusae_shapeA"
0,0,0,13,22,29,29,33,46,368,"hydromedusae_shapeA"
0,0,77,113,113,132,165,221,302,1605,"hydromedusae_shapeA"
0,0,16,99,193,288,319,418,501,2215,"hydromedusae_shapeA"
0,0,9,42,68,82,101,142,219,1558,"hydromedusae_shapeA"
0,1,614,799,542,449,401,388,392,2593,"hydromedusae_shapeA"
0,0,43,185,198,287,314,374,405,2229,"hydromedusae_shapeA"
0,3,30,105,139,139,128,153,134,777,"hydromedusae_shapeA"
0,0,2,42,95,113,150,181,308,2281,"hydromedusae_shapeA"
13,88,144,162,189,215,268,531,575,2241,"hydromedusae_shapeA"
0,0,11,28,28,34,73,107,109,1108,"hydromedusae_shapeA"
0,10,13,20,23,36,55,119,156,1379,"hydromedusae_shapeA"
0,0,46,211,289,359,380,440,491,2164,"hydromedusae_shapeA"
0,4,12,33,49,84,95,157,238,1782,"hydromedusae_shapeA"
0,0,6,107,134,155,162,198,266,1212,"hydromedusae_shapeA"
0,14,90,124,118,126,130,134,233,2670,"hydromedusae_shapeA"
0,0,7,15,29,44,70,141,158,1893,"hydromedusae_shapeA"
0,0,0,42,111,205,221,196,213,1153,"hydromedusae_shapeA"
0,0,6,59,76,58,71,85,90,701,"hydromedusae_shapeA"
0,0,10,44,86,76,79,117,135,1090,"hydromedusae_shapeA"
0,0,23,87,161,219,220,266,296,1643,"hydromedusae_shapeA"
0,19,69,186,267,478,626,946,947,5579,"hydromedusae_shapeA"
0,10,163,229,170,147,146,186,189,1126,"hydromedusae_shapeA"
0,4,14,25,41,64,81,103,158,1705,"hydromedusae_shapeA"
0,0,9,49,49,58,78,117,175,833,"hydromedusae_shapeA"
0,2,129,221,183,211,276,318,384,2133,"hydromedusae_shapeA"
0,2,7,20,18,36,66,112,155,1216,"hydromedusae_shapeA"
0,0,2,22,58,119,120,146,262,1784,"hydromedusae_shapeA"
0,0,0,5,12,43,56,62,117,1363,"hydromedusae_shapeA"
0,0,1,23,32,20,27,29,26,257,"hydromedusae_shapeA_sideview_small"
0,0,3,14,26,25,36,28,22,278,"hydromedusae_shapeA_sideview_small"
0,0,9,48,39,40,44,46,45,305,"hydromedusae_shapeA_sideview_small"
0,0,2,36,47,61,32,27,33,455,"hydromedusae_shapeA_sideview_small"
0,3,47,60,53,38,38,33,37,300,"hydromedusae_shapeA_sideview_small"
0,8,95,66,52,42,43,42,40,168,"hydromedusae_shapeA_sideview_small"
0,0,29,83,76,71,73,45,70,391,"hydromedusae_shapeA_sideview_small"
0,1,45,98,94,87,57,50,55,306,"hydromedusae_shapeA_sideview_small"
0,0,11,30,58,54,35,21,22,286,"hydromedusae_shapeA_sideview_small"
0,0,0,4,27,142,97,86,65,375,"hydromedusae_shapeA_sideview_small"
0,2,85,73,48,53,24,25,36,379,"hydromedusae_shapeA_sideview_small"
0,0,0,0,26,53,47,30,49,342,"hydromedusae_shapeA_sideview_small"
0,0,0,42,81,82,57,47,47,328,"hydromedusae_shapeA_sideview_small"
0,0,7,9,15,32,48,58,51,226,"hydromedusae_shapeA_sideview_small"
0,4,15,29,27,34,41,41,39,205,"hydromedusae_shapeA_sideview_small"
0,0,3,21,35,35,23,30,39,206,"hydromedusae_shapeA_sideview_small"
0,90,92,64,33,26,21,23,32,319,"hydromedusae_shapeA_sideview_small"
0,0,27,46,36,39,33,26,29,204,"hydromedusae_shapeA_sideview_small"
0,0,7,28,27,25,16,14,33,200,"hydromedusae_shapeA_sideview_small"
0,1,29,57,87,91,61,87,124,563,"hydromedusae_shapeA_sideview_small"
0,13,70,93,60,66,77,126,134,445,"hydromedusae_shapeA_sideview_small"
0,0,13,142,130,92,62,27,32,315,"hydromedusae_shapeA_sideview_small"
0,0,35,45,54,54,46,64,105,833,"hydromedusae_shapeA_sideview_small"
0,0,0,27,91,69,108,123,111,362,"hydromedusae_shapeA_sideview_small"
0,0,8,20,26,41,43,46,43,268,"hydromedusae_shapeA_sideview_small"
0,5,46,45,48,50,38,26,30,283,"hydromedusae_shapeA_sideview_small"
0,0,24,46,58,62,32,39,33,289,"hydromedusae_shapeA_sideview_small"
0,0,0,9,46,56,68,79,77,262,"hydromedusae_shapeA_sideview_small"
0,0,7,22,33,28,23,31,19,226,"hydromedusae_shapeA_sideview_small"
0,0,0,18,76,95,64,51,44,217,"hydromedusae_shapeA_sideview_small"
0,0,1,42,39,32,27,27,11,132,"hydromedusae_shapeA_sideview_small"
0,0,1,11,21,22,50,44,29,266,"hydromedusae_shapeA_sideview_small"
0,0,8,41,85,76,58,43,44,599,"hydromedusae_shapeA_sideview_small"
0,1,36,54,71,83,86,91,109,335,"hydromedusae_shapeA_sideview_small"
0,0,4,42,45,42,26,22,23,177,"hydromedusae_shapeA_sideview_small"
0,0,30,54,52,60,59,141,91,427,"hydromedusae_shapeA_sideview_small"
0,0,2,8,16,29,24,39,42,229,"hydromedusae_shapeA_sideview_small"
0,0,10,19,16,28,19,21,30,197,"hydromedusae_shapeA_sideview_small"
0,0,2,22,40,51,48,53,61,329,"hydromedusae_shapeA_sideview_small"
0,0,0,1,11,21,22,35,31,276,"hydromedusae_shapeA_sideview_small"
0,2,56,105,69,64,39,42,39,331,"hydromedusae_shapeA_sideview_small"
0,0,56,88,44,37,26,30,32,188,"hydromedusae_shapeA_sideview_small"
0,0,7,110,158,124,103,64,69,341,"hydromedusae_shapeA_sideview_small"
0,0,1,4,43,51,75,74,76,426,"hydromedusae_shapeA_sideview_small"
0,0,23,70,66,46,49,46,66,357,"hydromedusae_shapeA_sideview_small"
0,0,0,4,37,45,62,104,76,374,"hydromedusae_shapeA_sideview_small"
0,1,31,45,28,31,30,27,40,271,"hydromedusae_shapeA_sideview_small"
0,35,95,91,90,43,29,40,23,216,"hydromedusae_shapeA_sideview_small"
0,0,3,16,28,48,40,34,55,460,"hydromedusae_shapeA_sideview_small"
0,4,40,43,40,30,30,37,47,444,"hydromedusae_shapeA_sideview_small"
0,0,17,36,48,47,40,47,45,346,"hydromedusae_shapeA_sideview_small"
0,0,11,29,34,33,27,33,30,182,"hydromedusae_shapeA_sideview_small"
0,5,11,38,27,36,23,30,38,338,"hydromedusae_shapeA_sideview_small"
0,0,15,36,80,58,50,38,43,252,"hydromedusae_shapeA_sideview_small"
0,15,39,56,69,47,35,25,13,86,"hydromedusae_shapeA_sideview_small"
0,0,11,22,45,65,58,61,68,470,"hydromedusae_shapeA_sideview_small"
0,2,20,44,40,47,38,23,29,185,"hydromedusae_shapeA_sideview_small"
0,0,0,2,16,12,26,52,31,137,"hydromedusae_shapeA_sideview_small"
0,0,15,29,43,35,48,47,38,199,"hydromedusae_shapeA_sideview_small"
0,0,10,14,22,28,30,35,32,266,"hydromedusae_shapeA_sideview_small"
0,20,39,57,79,65,45,43,53,518,"hydromedusae_shapeA_sideview_small"
0,3,35,46,32,29,35,32,36,210,"hydromedusae_shapeA_sideview_small"
0,3,24,57,63,55,42,37,18,341,"hydromedusae_shapeA_sideview_small"
0,0,0,5,22,26,34,28,48,223,"hydromedusae_shapeA_sideview_small"
0,0,3,14,30,45,42,45,35,324,"hydromedusae_shapeA_sideview_small"
0,0,4,42,49,64,47,45,34,251,"hydromedusae_shapeA_sideview_small"
0,0,0,1,14,17,18,30,38,258,"hydromedusae_shapeA_sideview_small"
0,0,6,5,14,35,35,36,34,283,"hydromedusae_shapeA_sideview_small"
0,0,1,11,62,73,56,83,137,468,"hydromedusae_shapeA_sideview_small"
0,0,0,9,36,48,58,52,64,359,"hydromedusae_shapeA_sideview_small"
0,0,0,0,8,19,41,23,35,179,"hydromedusae_shapeA_sideview_small"
0,0,15,59,45,55,38,44,41,351,"hydromedusae_shapeA_sideview_small"
0,0,4,20,37,75,75,77,64,351,"hydromedusae_shapeA_sideview_small"
0,0,21,49,69,68,52,66,57,419,"hydromedusae_shapeA_sideview_small"
0,0,12,8,53,48,47,48,109,386,"hydromedusae_shapeA_sideview_small"
0,2,45,83,113,92,85,82,73,633,"hydromedusae_shapeA_sideview_small"
0,1,14,31,58,71,48,50,45,206,"hydromedusae_shapeA_sideview_small"
0,9,45,55,49,53,35,37,71,396,"hydromedusae_shapeA_sideview_small"
0,1,12,15,18,28,28,18,26,287,"hydromedusae_shapeA_sideview_small"
0,0,10,26,39,65,57,39,47,194,"hydromedusae_shapeA_sideview_small"
0,10,95,102,82,69,61,55,49,474,"hydromedusae_shapeA_sideview_small"
0,3,66,86,89,95,89,85,152,932,"hydromedusae_shapeA_sideview_small"
0,0,54,139,57,40,28,45,83,380,"hydromedusae_shapeA_sideview_small"
0,12,28,40,39,33,30,32,42,422,"hydromedusae_shapeA_sideview_small"
0,0,2,11,13,24,36,24,23,212,"hydromedusae_shapeA_sideview_small"
0,0,33,96,171,162,150,172,163,988,"hydromedusae_shapeA_sideview_small"
0,0,0,2,15,52,92,106,89,577,"hydromedusae_shapeA_sideview_small"
0,4,23,36,35,43,45,54,34,223,"hydromedusae_shapeA_sideview_small"
0,0,2,18,24,37,44,30,37,221,"hydromedusae_shapeA_sideview_small"
0,20,53,65,33,40,43,31,32,215,"hydromedusae_shapeA_sideview_small"
0,1,17,38,34,44,28,32,32,282,"hydromedusae_shapeA_sideview_small"
0,0,29,54,47,52,49,48,62,556,"hydromedusae_shapeA_sideview_small"
0,0,28,78,89,77,46,47,52,340,"hydromedusae_shapeA_sideview_small"
0,0,1,15,53,43,35,32,36,274,"hydromedusae_shapeA_sideview_small"
0,0,14,27,46,38,36,30,24,209,"hydromedusae_shapeA_sideview_small"
0,8,29,45,48,36,35,48,46,397,"hydromedusae_shapeA_sideview_small"
0,0,1,15,24,35,34,33,22,154,"hydromedusae_shapeA_sideview_small"
0,0,39,93,92,83,63,64,52,222,"hydromedusae_shapeA_sideview_small"
0,6,62,90,33,14,35,12,22,197,"hydromedusae_shapeA_sideview_small"
0,0,0,19,35,46,33,36,37,240,"hydromedusae_shapeA_sideview_small"
0,0,26,71,60,86,52,38,36,291,"hydromedusae_shapeA_sideview_small"
0,0,0,15,35,51,33,33,26,241,"hydromedusae_shapeA_sideview_small"
0,0,0,46,68,82,68,52,53,451,"hydromedusae_shapeA_sideview_small"
0,0,0,8,22,27,14,22,27,138,"hydromedusae_shapeA_sideview_small"
0,0,0,0,16,55,105,148,116,402,"hydromedusae_shapeA_sideview_small"
0,0,40,83,159,126,96,73,64,332,"hydromedusae_shapeA_sideview_small"
0,19,75,60,43,35,23,27,40,219,"hydromedusae_shapeA_sideview_small"
0,0,21,39,50,55,44,44,30,235,"hydromedusae_shapeA_sideview_small"
0,0,19,51,42,50,33,34,24,294,"hydromedusae_shapeA_sideview_small"
0,0,0,15,32,62,58,58,50,354,"hydromedusae_shapeA_sideview_small"
0,0,19,61,45,54,35,57,44,331,"hydromedusae_shapeA_sideview_small"
0,12,64,74,96,56,49,45,56,303,"hydromedusae_shapeA_sideview_small"
0,0,0,17,38,41,40,37,39,267,"hydromedusae_shapeA_sideview_small"
0,2,28,38,35,27,23,27,31,215,"hydromedusae_shapeA_sideview_small"
2,120,85,96,97,64,60,61,53,310,"hydromedusae_shapeA_sideview_small"
0,0,34,128,126,115,89,88,72,453,"hydromedusae_shapeA_sideview_small"
0,0,1,16,21,32,49,39,42,200,"hydromedusae_shapeA_sideview_small"
0,0,0,20,29,46,47,33,37,252,"hydromedusae_shapeA_sideview_small"
0,0,50,66,64,42,38,45,34,314,"hydromedusae_shapeA_sideview_small"
0,3,20,55,48,52,52,43,49,264,"hydromedusae_shapeA_sideview_small"
0,0,0,10,52,38,35,31,38,312,"hydromedusae_shapeA_sideview_small"
0,0,22,67,82,85,68,74,104,767,"hydromedusae_shapeA_sideview_small"
0,0,7,31,69,73,70,77,84,620,"hydromedusae_shapeA_sideview_small"
0,2,13,28,25,27,21,24,22,211,"hydromedusae_shapeA_sideview_small"
0,9,136,79,43,39,41,23,24,192,"hydromedusae_shapeA_sideview_small"
0,0,16,44,51,49,32,32,19,187,"hydromedusae_shapeA_sideview_small"
0,0,4,51,88,77,57,49,51,310,"hydromedusae_shapeA_sideview_small"
0,0,16,24,75,96,57,52,39,310,"hydromedusae_shapeA_sideview_small"
0,17,72,84,83,85,77,81,69,321,"hydromedusae_shapeA_sideview_small"
0,0,44,97,114,82,69,85,46,396,"hydromedusae_shapeA_sideview_small"
0,6,29,70,62,65,52,60,62,360,"hydromedusae_shapeA_sideview_small"
0,18,67,107,116,96,65,60,63,396,"hydromedusae_shapeA_sideview_small"
0,0,1,24,38,51,56,58,57,238,"hydromedusae_shapeA_sideview_small"
0,0,0,4,16,27,37,73,72,453,"hydromedusae_shapeA_sideview_small"
0,0,0,36,31,49,48,23,18,181,"hydromedusae_shapeA_sideview_small"
0,0,74,147,76,74,52,50,53,388,"hydromedusae_shapeA_sideview_small"
0,1,22,92,96,145,102,106,95,413,"hydromedusae_shapeA_sideview_small"
0,3,24,48,37,27,31,36,34,407,"hydromedusae_shapeA_sideview_small"
0,12,30,44,32,12,20,22,26,206,"hydromedusae_shapeA_sideview_small"
0,6,64,58,55,44,36,27,24,217,"hydromedusae_shapeA_sideview_small"
0,35,125,128,85,86,72,50,60,412,"hydromedusae_shapeA_sideview_small"
0,4,40,50,30,42,31,20,35,286,"hydromedusae_shapeA_sideview_small"
0,4,74,77,61,71,56,50,49,348,"hydromedusae_shapeA_sideview_small"
0,4,16,20,21,26,24,28,31,165,"hydromedusae_shapeA_sideview_small"
0,6,23,57,45,63,98,113,79,292,"hydromedusae_shapeA_sideview_small"
0,0,1,38,116,181,190,169,151,447,"hydromedusae_shapeA_sideview_small"
0,0,0,6,8,8,26,30,48,295,"hydromedusae_shapeA_sideview_small"
0,0,17,25,34,46,52,64,60,421,"hydromedusae_shapeA_sideview_small"
